PhotonEnergy_meV,Total_manning_prefactor_0,Total_manning_prefactor_0_5,Total_manning_prefactor_1,Total_manning_prefactor_1_5,Total_manning_prefactor_2,Optical_manning_prefactor_0,Optical_manning_prefactor_0_5,Optical_manning_prefactor_1,Optical_manning_prefactor_1_5,Optical_manning_prefactor_2,Piezoelectric_manning_prefactor_0,Piezoelectric_manning_prefactor_0_5,Piezoelectric_manning_prefactor_1,Piezoelectric_manning_prefactor_1_5,Piezoelectric_manning_prefactor_2
8.75,2.31189775381054e-07,4.57977319756057e-07,9.02177034202573e-07,1.73171404306504e-06,3.79306735267559e-06,2.02464534444462e-07,3.5265735386941e-07,7.4393341707414e-07,1.49064360556424e-06,3.42077557824492e-06,2.87252409365919e-08,1.05319965886647e-07,1.58243617128432e-07,2.41070437500806e-07,3.72291774430673e-07
8.76,2.31357135789311e-07,4.58343770926768e-07,9.03031273876623e-07,1.73388238206696e-06,3.79988834814329e-06,2.02614503031676e-07,3.52972196394651e-07,7.44700561892478e-07,1.49266156505666e-06,3.42733083703869e-06,2.87426327576348e-08,1.05371574532117e-07,1.58330711984145e-07,2.41220817010296e-07,3.72557511104598e-07
8.77,2.31522821969954e-07,4.58710681928348e-07,9.03886825580735e-07,1.73605513988683e-06,3.80672925375423e-06,2.02764638294465e-07,3.53287460687051e-07,7.45468946530274e-07,1.49468380189412e-06,3.43390571946043e-06,2.87581836754889e-08,1.05423221241297e-07,1.58417879050461e-07,2.41371337992711e-07,3.72823534293796e-07
8.78,2.31690308984299e-07,4.59078053551955e-07,9.04743692118697e-07,1.73823232900759e-06,3.81359014944719e-06,2.02914940479894e-07,3.53603147500208e-07,7.46238573711145e-07,1.49671032838111e-06,3.44050030503414e-06,2.87753685044055e-08,1.05474906051748e-07,1.58505118407551e-07,2.41522000626477e-07,3.73089844413055e-07
8.79,2.31857285190541e-07,4.59445886590477e-07,9.05601876301946e-07,1.74041396195703e-06,3.82047111556683e-06,2.03065409835484e-07,3.539192575894e-07,7.47009446166248e-07,1.49874115686672e-06,3.44711467368891e-06,2.87918753550565e-08,1.05526629001078e-07,1.58592430135697e-07,2.41672805090307e-07,3.73356441877923e-07
8.8,2.32025218970706e-07,4.59814181838536e-07,9.06461380949601e-07,1.74260005130798e-06,1.89366085728281e-05,2.03216046609219e-07,3.54235791711595e-07,7.47781566634307e-07,1.50077629974479e-06,1.85629852457234e-05,2.88091723614868e-08,1.05578390126942e-07,1.58679814315295e-07,2.41823751563193e-07,3.73623327104701e-07
8.81,2.32193476676447e-07,4.60182940092493e-07,9.07322208888483e-07,1.7447906096785e-06,1.89501008013556e-05,2.03366851049541e-07,3.54552750625453e-07,7.48554937861634e-07,1.50281576945409e-06,1.85762103008452e-05,2.88266256269058e-08,1.0563018946704e-07,1.5876727102685e-07,2.41974840224413e-07,3.73890500510453e-07
8.82,2.32360162455136e-07,4.60552162150454e-07,9.08184362953141e-07,1.7469856497321e-06,1.89636176310574e-05,2.03517823405352e-07,3.54870135091334e-07,7.4932956260216e-07,1.50485957847857e-06,1.85894596685444e-05,2.88423390497843e-08,1.0568202705912e-07,1.58854800350981e-07,2.4212607125353e-07,3.74157962513002e-07
8.83,2.32531445693477e-07,4.60921848812273e-07,9.09047845985879e-07,1.7491851841779e-06,1.89771591476569e-05,2.03668963926016e-07,3.55187945871296e-07,7.50105443617458e-07,1.50690773934751e-06,1.8602733434126e-05,2.88624817674607e-08,1.05733902940977e-07,1.58942402368421e-07,2.42277444830389e-07,3.74425713530932e-07
8.84,2.32700368973697e-07,4.61292000879556e-07,9.09912660836781e-07,1.75138922577086e-06,1.89907254373003e-05,2.03820272861364e-07,3.55506183729105e-07,7.50882583676767e-07,1.50896026463574e-06,1.86160316833167e-05,2.88800961123333e-08,1.05785817150452e-07,1.59030077160013e-07,2.42428961135125e-07,3.74693753983595e-07
8.85,2.32869544212684e-07,4.61662619155671e-07,9.10778810363737e-07,1.75359778731198e-06,1.90043165865588e-05,2.03971750461685e-07,3.55824849430239e-07,7.51660985557022e-07,1.51101716696382e-06,1.86293545022677e-05,2.88977937509988e-08,1.05837769725432e-07,1.59117824806715e-07,2.42580620348155e-07,3.74962084291106e-07
8.86,2.33041307174642e-07,4.62033704445744e-07,9.11646297432469e-07,1.75581088164847e-06,1.90179326824314e-05,2.04123396977738e-07,3.5614394374189e-07,7.52440652042873e-07,1.51307845899829e-06,1.8642701977557e-05,2.89179101969046e-08,1.05889760703854e-07,1.59205645389596e-07,2.42732422650186e-07,3.75230704874349e-07
8.87,2.33210209363112e-07,4.62405257556671e-07,9.12515124916557e-07,1.75802852167399e-06,1.90315738123472e-05,2.04275212660745e-07,3.56463467432971e-07,7.53221585926717e-07,1.51514415345179e-06,1.86560741961922e-05,2.8934996702367e-08,1.059417901237e-07,1.5929353898984e-07,2.42884368222209e-07,3.75499616154976e-07
8.88,2.33383957253898e-07,4.62777279297118e-07,9.13385295697466e-07,1.76025072032884e-06,1.90452400641685e-05,2.04427197762397e-07,3.5678342127412e-07,7.54003790008723e-07,1.51721426308333e-06,1.86694712456131e-05,2.89567594915003e-08,1.05993858022998e-07,1.59381505688743e-07,2.43036457245506e-07,3.75768818555411e-07
8.89,2.33554219866677e-07,4.6314977047753e-07,9.1425681266457e-07,1.76247749060013e-06,1.90589315261931e-05,2.04579352534854e-07,3.57103806037704e-07,7.54787267096853e-07,1.51928880069849e-06,1.86828932136943e-05,2.89748673318237e-08,1.06045964439826e-07,1.59469545567717e-07,2.43188689901643e-07,3.76038312498851e-07
8.9,2.33727881886469e-07,4.63522731910132e-07,9.1512967871518e-07,1.76470884552205e-06,1.90726482871571e-05,2.04731677230742e-07,3.57424622497825e-07,7.55572020006895e-07,1.52136777914957e-06,1.86963401887479e-05,2.89962046557269e-08,1.06098109412306e-07,1.59557658708285e-07,2.4334106637248e-07,3.76308098409265e-07
8.91,2.33901558987307e-07,4.63896164408935e-07,9.1600389675457e-07,1.76694479817602e-06,1.90863904362377e-05,2.0488417210316e-07,3.57745871430323e-07,7.56358051562484e-07,1.52345121133585e-06,1.87098122595263e-05,2.90173868841465e-08,1.06150292978612e-07,1.59645845192086e-07,2.43493586840163e-07,3.76578176711403e-07
8.92,2.34072429157208e-07,4.64270068789741e-07,9.16879469696004e-07,1.76918536169091e-06,1.91001580630556e-05,2.05036837405678e-07,3.58067553612781e-07,7.57145364595132e-07,1.52553911020379e-06,1.87233095152248e-05,2.9035591751529e-08,1.0620251517696e-07,1.59734105100872e-07,2.43646251487129e-07,3.76848547830786e-07
8.93,2.34252492531506e-07,4.64644445870148e-07,9.17756400460763e-07,1.77143054924329e-06,1.9113951257678e-05,2.05189673392339e-07,3.58389669824531e-07,7.57933961944253e-07,1.52763148874719e-06,1.87368320454842e-05,2.9062819139167e-08,1.06254776045617e-07,1.59822438516511e-07,2.43799060496104e-07,3.77119212193721e-07
8.94,2.3442587925657e-07,4.65019296469555e-07,9.18634691978168e-07,1.77368037405758e-06,1.91277701106212e-05,2.05342680317657e-07,3.58712220846659e-07,7.58723846457186e-07,1.52972836000747e-06,1.87503799403939e-05,2.90831989389138e-08,1.06307075622896e-07,1.59910845520982e-07,2.43952014050108e-07,3.77390170227293e-07
8.95,2.34602552504779e-07,4.65394621409165e-07,9.19514347185615e-07,1.77593484940627e-06,1.91416147128538e-05,2.05495858436622e-07,3.59035207462007e-07,7.59515020989231e-07,1.53182973707382e-06,1.87639532904944e-05,2.91066940681571e-08,1.06359413947159e-07,1.59999326196384e-07,2.44105112332451e-07,3.77661422359369e-07
8.96,2.34779418315627e-07,4.65770421511993e-07,9.20395369028592e-07,1.77819398861019e-06,1.91554851557986e-05,2.05649208004701e-07,3.59358630455179e-07,7.60307488403665e-07,1.53393563308346e-06,1.877755218678e-05,2.9130210310926e-08,1.06411791056814e-07,1.60087880624927e-07,2.44258355526733e-07,3.77932969018604e-07
8.97,2.34954041437172e-07,4.66146697602866e-07,9.21277760460712e-07,1.78045780503864e-06,1.91693815313364e-05,2.05802729277836e-07,3.59682490612548e-07,7.61101251571775e-07,1.53604606122178e-06,1.8791176720702e-05,2.91513121593364e-08,1.06464206990319e-07,1.60176508888937e-07,2.44411743816852e-07,3.78204810634437e-07
8.98,2.35136678138051e-07,4.66523450508434e-07,9.22161524443742e-07,1.78272631210965e-06,1.91833039318082e-05,2.05956422512446e-07,3.60006788722258e-07,7.61896313372884e-07,1.53816103472266e-06,1.88048269841711e-05,2.91802556256043e-08,1.06516661786177e-07,1.60265211070857e-07,2.44565277386994e-07,3.78476947637097e-07
8.99,2.35313514541645e-07,4.6690068105717e-07,9.23046663947624e-07,1.78499952329022e-06,1.91972524500181e-05,2.06110287965432e-07,3.60331525574229e-07,7.6269267669438e-07,1.54028056686857e-06,1.88185030695605e-05,2.92032265762125e-08,1.06569155482941e-07,1.60353987253244e-07,2.44718956421642e-07,3.787493804576e-07
9,2.3549560705071e-07,4.67278390079375e-07,9.23933181950506e-07,1.78727745209645e-06,1.92112271792367e-05,2.06264325894171e-07,3.60656701960165e-07,7.63490344431736e-07,1.54240467099088e-06,1.88322050697089e-05,2.92312811565389e-08,1.06621688119211e-07,1.6044283751877e-07,2.44872781105572e-07,3.79022109527756e-07
9.01,2.35676290578158e-07,4.67656578407189e-07,9.24821081438773e-07,1.78956011209385e-06,1.92252282132032e-05,2.06418536556524e-07,3.60982318673553e-07,7.64289319488547e-07,1.54453336047e-06,1.8845933077923e-05,2.92577540216339e-08,1.06674259733636e-07,1.60531761950226e-07,2.45026751623857e-07,3.79295135280169e-07
9.02,2.35854608205446e-07,4.68035246874586e-07,9.25710365407066e-07,1.79184751689752e-06,1.92392556461289e-05,2.06572920210833e-07,3.61308376509674e-07,7.6508960477655e-07,1.54666664873565e-06,1.88596871879806e-05,2.92816879946128e-08,1.06726870364912e-07,1.60620760630517e-07,2.45180868161862e-07,3.79568458148237e-07
9.03,2.36040844188721e-07,4.68414396317388e-07,9.26601036858317e-07,1.79413968017232e-06,1.92533095727e-05,2.06727477115922e-07,3.61634876265604e-07,7.65891203215654e-07,1.54880454926707e-06,1.88734674941338e-05,2.93133670727989e-08,1.06779520051784e-07,1.60709833642663e-07,2.45335130905252e-07,3.79842078566156e-07
9.04,2.36221623543793e-07,4.68794027573264e-07,9.27493098803774e-07,1.7964366156332e-06,1.92673900880804e-05,2.068822075311e-07,3.6196181874022e-07,7.66694117733971e-07,1.55094707559321e-06,1.88872740911115e-05,2.93394160126934e-08,1.06832208833044e-07,1.60798981069803e-07,2.45489540039987e-07,3.80115996968919e-07
9.05,2.36410653640606e-07,4.69174141481739e-07,9.28386554263029e-07,1.79873833704532e-06,1.92814972879149e-05,2.07037111716162e-07,3.62289204734204e-07,7.67498351267837e-07,1.55309424129299e-06,1.89011070741226e-05,2.93735419244435e-08,1.06884936747535e-07,1.60888202995192e-07,2.45644095752324e-07,3.80390213792321e-07
9.06,2.36594485886919e-07,4.69554738884196e-07,9.29281406264047e-07,1.80104485822431e-06,1.92956312683322e-05,2.07192189931389e-07,3.6261703505005e-07,7.68303906761844e-07,1.55524605999549e-06,1.89149665388592e-05,2.94022959555303e-08,1.06937703834145e-07,1.60977499502202e-07,2.45798798228817e-07,3.80664729472959e-07
9.07,2.36773793342151e-07,4.69935820623881e-07,9.30177657843192e-07,1.80335619303651e-06,1.93097921259474e-05,2.07347442437549e-07,3.62945310492068e-07,7.69110787168869e-07,1.55740254538019e-06,1.89288525814992e-05,2.9426350904602e-08,1.06990510131814e-07,1.61066870674323e-07,2.45953647656321e-07,3.80939544448234e-07
9.08,2.36969729026072e-07,4.70317387545913e-07,9.31075312045258e-07,1.80567235539918e-06,1.9323979957866e-05,2.07502869495899e-07,3.63274031866386e-07,7.699189954501e-07,1.55956371117719e-06,1.89427652987097e-05,2.94668595301733e-08,1.07043355679527e-07,1.61156316595159e-07,2.46108644221989e-07,3.81214659156353e-07
9.09,2.37157837955806e-07,4.7069944049728e-07,9.31974371923497e-07,1.80799335928072e-06,1.93381948616862e-05,2.07658471368185e-07,3.6360319998096e-07,7.70728534575062e-07,1.56172957116745e-06,1.89567047876498e-05,2.94993665876208e-08,1.0709624051632e-07,1.61245837348435e-07,2.46263788113272e-07,3.81490074036331e-07
9.1,2.37343881726136e-07,4.71081980326853e-07,9.32874840539644e-07,1.8103192187009e-06,1.93524369355021e-05,2.07814248316646e-07,3.63932815645577e-07,7.71539407521651e-07,1.56390013918297e-06,1.89706711459741e-05,2.95296334094901e-08,1.07149164681277e-07,1.61335433017993e-07,2.46419079517924e-07,3.81765789527993e-07
9.11,2.37540359276218e-07,4.71465007885387e-07,9.3377672096395e-07,1.81264994773109e-06,1.93667062779071e-05,2.07970200604009e-07,3.64262879671856e-07,7.72351617276158e-07,1.56607542910709e-06,1.89846644718351e-05,2.95701586722098e-08,1.07202128213531e-07,1.61425103687792e-07,2.46574518623996e-07,3.82041806071972e-07
9.12,2.37726211549183e-07,4.71848524025523e-07,9.34680016275209e-07,1.8149855604945e-06,1.93810029879968e-05,2.08126328493496e-07,3.6459339287326e-07,7.73165166833299e-07,1.56825545487466e-06,1.89986848638871e-05,2.95998830556866e-08,1.07255131152263e-07,1.6151484944191e-07,2.46730105619844e-07,3.82318124109718e-07
9.13,2.3792676377235e-07,4.722325296018e-07,9.35584729560785e-07,1.8173260711664e-06,1.93953271653725e-05,2.08282632248826e-07,3.64924356065096e-07,7.73980059196242e-07,1.57044023047227e-06,1.9012732421289e-05,2.9644131523524e-08,1.07308173536705e-07,1.61604670364543e-07,2.46885840694124e-07,3.82594744083495e-07
9.14,2.38114713072238e-07,4.72617025470656e-07,9.36490863916644e-07,1.81967149397435e-06,1.94096789101438e-05,2.08439112134208e-07,3.65255770064521e-07,7.74796297376639e-07,1.57262976993855e-06,1.90268072437074e-05,2.96756009380305e-08,1.07361255406135e-07,1.61694566540005e-07,2.47041724035795e-07,3.82871666436384e-07
9.15,2.38319237149549e-07,4.73002012490431e-07,9.37398422447382e-07,1.82202184319843e-06,1.94240583229323e-05,2.0859576841435e-07,3.65587635690548e-07,7.75613884394652e-07,1.57482408736431e-06,1.904090943132e-05,2.97234687351987e-08,1.07414376799883e-07,1.6178453805273e-07,2.47197755834119e-07,3.83148891612281e-07
9.16,2.38512451710727e-07,4.73387491521377e-07,9.38307408266253e-07,1.8243771331715e-06,1.94384655048745e-05,2.08752601354458e-07,3.65919953764051e-07,7.76432823278983e-07,1.57702319689284e-06,1.90550390848186e-05,2.97598503562685e-08,1.07467537757326e-07,1.6187458498727e-07,2.47353936278661e-07,3.83426420055907e-07
9.17,2.38697350364938e-07,4.73773463425661e-07,9.39217824495199e-07,1.8267373782794e-06,1.94529005576255e-05,2.08909611220236e-07,3.6625272510777e-07,7.77253117066903e-07,1.57922711272011e-06,1.90691963054127e-05,2.97877391447023e-08,1.07520738317891e-07,1.61964707428296e-07,2.47510265559292e-07,3.83704252212804e-07
9.18,2.38910633408925e-07,4.74159929067369e-07,9.40129674264879e-07,1.82910259296121e-06,1.94673635833618e-05,2.09066798277886e-07,3.66585950546314e-07,7.7807476880428e-07,1.58143584909502e-06,1.90833811948325e-05,2.98438351310388e-08,1.07573978521054e-07,1.62054905460599e-07,2.47666743866187e-07,3.83982388529336e-07
9.19,2.39111584896474e-07,4.74546889312512e-07,9.41042960714702e-07,1.83147279170948e-06,1.94818546847848e-05,2.09224162794113e-07,3.6691963090617e-07,7.78897781545613e-07,1.58364942031965e-06,1.90975938553321e-05,2.98874221023601e-08,1.07627258406342e-07,1.62145179169089e-07,2.47823371389825e-07,3.84260829452695e-07
9.2,2.39320121505359e-07,4.74934345029033e-07,9.4195768699285e-07,1.83384798907047e-06,1.94963739651242e-05,2.09381705036124e-07,3.67253767015705e-07,7.79722158354053e-07,1.58586784074947e-06,1.91118343896933e-05,2.99384164692346e-08,1.07680578013328e-07,1.62235528638797e-07,2.47980148320992e-07,3.845395754309e-07
9.21,2.39518688706416e-07,4.75322297086809e-07,9.42873856256314e-07,1.83622819964439e-06,1.95109215281413e-05,2.09539425271628e-07,3.6758835970517e-07,7.80547902301442e-07,1.58809112479361e-06,1.91261029012285e-05,2.99792634347885e-08,1.07733937381639e-07,1.62325953954872e-07,2.48137074850783e-07,3.84818626912801e-07
9.22,2.3971776990556e-07,4.75710746357659e-07,9.43791471670918e-07,1.83861343808566e-06,1.95254974781322e-05,2.09697323768837e-07,3.67923409806712e-07,7.81375016468335e-07,1.59031928691507e-06,1.91403994937841e-05,3.00204461367226e-08,1.07787336550947e-07,1.62416455202583e-07,2.48294151170596e-07,3.85097984348075e-07
9.23,2.39941678952896e-07,4.76099693715347e-07,9.44710536411357e-07,1.84100371910312e-06,1.95401019199316e-05,2.09855400796472e-07,3.6825891815437e-07,7.82203503944034e-07,1.59255234163098e-06,1.91547242717444e-05,3.00862781564234e-08,1.07840775560977e-07,1.62507032467323e-07,2.4845137747214e-07,3.8537764818724e-07
9.24,2.40140202198137e-07,4.76489140035589e-07,9.45631053661218e-07,1.84339905746028e-06,1.95547349589159e-05,2.10013656623757e-07,3.68594885584087e-07,7.83033367826617e-07,1.59479030351285e-06,1.91690773400342e-05,3.01265455743796e-08,1.07894254451503e-07,1.62597685834601e-07,2.48608753947431e-07,3.85657618881641e-07
9.25,2.40356322735309e-07,4.76879086196059e-07,9.46553026613017e-07,1.84579946797561e-06,1.95693967010066e-05,2.10172091520426e-07,3.68931312933712e-07,7.83864611222967e-07,1.59703318718681e-06,1.91834588041231e-05,3.01842312148838e-08,1.07947773262347e-07,1.6268841539005e-07,2.48766280788794e-07,3.85937896883465e-07
9.26,2.40566993502544e-07,4.77269533076389e-07,9.47476458468227e-07,1.84820496552272e-06,1.95840872526741e-05,2.10330705756719e-07,3.69268201043006e-07,7.84697237248805e-07,1.59928100733385e-06,1.91978687700284e-05,3.02362877458248e-08,1.08001332033383e-07,1.62779221219422e-07,2.48923958188864e-07,3.86218482645736e-07
9.27,2.40772869958623e-07,4.77660481558184e-07,9.48401352437306e-07,1.85061556503066e-06,1.9598806720941e-05,2.1048949960339e-07,3.69605550753649e-07,7.85531249028715e-07,1.60153377869008e-06,1.92123073443187e-05,3.0283370355233e-08,1.08054930804535e-07,1.62870103408592e-07,2.49081786340587e-07,3.86499376622321e-07
9.28,2.41001350391416e-07,4.78051932525016e-07,9.49327711739734e-07,1.85303128148415e-06,1.96135552133856e-05,2.106484733317e-07,3.69943362909241e-07,7.8636664969618e-07,1.60379151604694e-06,1.92267746341177e-05,3.03528770597163e-08,1.08108569615775e-07,1.62961062043554e-07,2.49239765437218e-07,3.86780579267926e-07
9.29,2.41209546753336e-07,4.78443886862437e-07,9.50255539604035e-07,1.85545212992384e-06,1.96283328381457e-05,2.10807627213425e-07,3.70281638355311e-07,7.87203442393609e-07,1.60605423425151e-06,1.92412707471076e-05,3.04019195399107e-08,1.08162248507127e-07,1.63052097210426e-07,2.49397895672325e-07,3.87062091038106e-07
9.3,2.41444223704854e-07,4.78836345457985e-07,9.51184839267815e-07,1.85787812544652e-06,1.96431397039217e-05,2.10966961520854e-07,3.70620377939321e-07,7.88041630272369e-07,1.60832194820673e-06,1.92557957915324e-05,3.04772621840006e-08,1.08215967518664e-07,1.63143208995446e-07,2.49556177239787e-07,3.87343912389258e-07
9.31,2.41658752666651e-07,4.79229309201183e-07,9.52115613977792e-07,1.86030928320545e-06,1.96579759199808e-05,2.11126476526789e-07,3.70959582510672e-07,7.88881216492817e-07,1.61059467287166e-06,1.92703498762021e-05,3.05322761398622e-08,1.08269726690511e-07,1.63234397484975e-07,2.49714610333796e-07,3.87626043778632e-07
9.32,2.41866010935913e-07,4.79622778983549e-07,9.53047866989822e-07,1.86274561841055e-06,1.96728415961602e-05,2.11286172504549e-07,3.71299252920708e-07,7.89722204224326e-07,1.6128724232617e-06,1.92849331104959e-05,3.05798384313639e-08,1.08323526062841e-07,1.63325662765497e-07,2.49873195148858e-07,3.87908485664323e-07
9.33,2.42116957900332e-07,4.80016755698602e-07,9.53981601568937e-07,1.86518714632869e-06,1.9687736842871e-05,2.11446049727971e-07,3.71639390022723e-07,7.90564596645321e-07,1.6151552144489e-06,1.92995456043658e-05,3.06709081723611e-08,1.08377365675879e-07,1.63417004923616e-07,2.50031931879791e-07,3.88191238505284e-07
9.34,2.4233106131906e-07,4.80411240241863e-07,9.5491682098937e-07,1.86763388228393e-06,1.9702661771102e-05,2.11606108471408e-07,3.71979994671963e-07,7.9140839694331e-07,1.6174430615622e-06,1.93141874683407e-05,3.07249528476525e-08,1.084312455699e-07,1.6350842404606e-07,2.5019082072173e-07,3.88474302761317e-07
9.35,2.42565695736375e-07,4.80806233510867e-07,9.55853528534592e-07,1.87008584165777e-06,1.97176164924228e-05,2.11766349009733e-07,3.72321067725637e-07,7.92253608314912e-07,1.61973597978765e-06,1.93288588135297e-05,3.07993467266424e-08,1.0848516578523e-07,1.63599920219681e-07,2.50349861870122e-07,3.88757678893084e-07
9.36,2.42806128549698e-07,4.81201736405163e-07,9.56791727497341e-07,1.87254303988946e-06,1.97326011189884e-05,2.1192677161834e-07,3.72662610042918e-07,7.93100233965889e-07,1.62203398436873e-06,1.93435597516263e-05,3.08793569313581e-08,1.08539126362245e-07,1.63691493531452e-07,2.50509055520732e-07,3.89041367362101e-07
9.37,2.43037041001416e-07,4.8159774982632e-07,9.57731421179652e-07,1.87500549247621e-06,1.97476157635424e-05,2.12087376573144e-07,3.73004622484948e-07,7.93948277111181e-07,1.62433709060657e-06,1.93582903949117e-05,3.09496644282723e-08,1.08593127341372e-07,1.63783144068471e-07,2.50668401869642e-07,3.89325368630748e-07
9.38,2.43290060280846e-07,4.81994274677936e-07,9.58672612892892e-07,1.87747321497346e-06,1.97626605394211e-05,2.12248164150583e-07,3.73347105914848e-07,7.94797740974933e-07,1.62664531386022e-06,1.93730508562588e-05,3.10418961302629e-08,1.08647168763089e-07,1.63874871917958e-07,2.50827901113248e-07,3.89609683162264e-07
9.39,2.43502217706968e-07,4.82391311865641e-07,9.59615305957789e-07,1.87994622299518e-06,1.9777735560557e-05,2.12409134627619e-07,3.73690061197717e-07,7.9564862879053e-07,1.62895866954691e-06,1.93878412491363e-05,3.10930830793489e-08,1.08701250667924e-07,1.63966677167259e-07,2.50987553448266e-07,3.89894311420753e-07
